epoch,train_loss,val_loss,train_accuracy,val_accuracy
50,0.9986218810081482,1.1903045177459717,0.5913476347923279,0.5472276210784912
51,0.9962528347969055,1.1270021200180054,0.5925319790840149,0.577458918094635
52,0.988655149936676,1.100905418395996,0.5956668853759766,0.5809417963027954
53,0.9893856048583984,1.1308640241622925,0.5939601063728333,0.5704931616783142
54,0.9841670393943787,1.1542738676071167,0.5989410877227783,0.5671496391296387
55,0.9750913381576538,1.1305198669433594,0.6014838814735413,0.5703538656234741
56,0.9734765291213989,1.1159493923187256,0.5998467206954956,0.5798272490501404
57,0.9745931029319763,1.2096500396728516,0.6015883684158325,0.5424909591674805
58,0.9678018689155579,1.1274302005767822,0.6045839190483093,0.5752298831939697
59,0.9571194052696228,1.08405339717865,0.606917679309845,0.5937587022781372
60,0.9637591242790222,1.0954697132110596,0.6024940013885498,0.5845639705657959
61,0.9607667922973633,1.1453355550765991,0.6018321514129639,0.5624129176139832
62,0.9424655437469482,1.1064339876174927,0.6109234094619751,0.5791306495666504
63,0.9507306814193726,1.1005350351333618,0.6068828701972961,0.5809417963027954
64,0.9365732669830322,1.1133754253387451,0.6112020611763,0.576762318611145
65,0.9404771327972412,1.1037007570266724,0.6128740310668945,0.5856784582138062
66,0.9311872124671936,1.1746364831924438,0.6140583157539368,0.5592086911201477
67,0.9196204543113708,1.0850245952606201,0.6179594993591309,0.5902758240699768
68,0.9110843539237976,1.0922187566757202,0.6197359561920166,0.5820562839508057
69,0.9098169803619385,1.0774096250534058,0.6240551471710205,0.5997492074966431
70,0.9023615121841431,1.0694971084594727,0.6247169971466064,0.5982167720794678
71,0.9071347713470459,1.1002827882766724,0.6271900534629822,0.5858177542686462
72,0.8932048082351685,1.0866527557373047,0.6268417835235596,0.5904151797294617
73,0.9004226922988892,1.0597689151763916,0.6249956488609314,0.6033714413642883
74,0.8918498158454895,1.0760295391082764,0.6272597312927246,0.5965449810028076
75,0.8914258480072021,1.0868031978607178,0.6284788846969604,0.5918083190917969
76,0.8901638984680176,1.0655651092529297,0.6286530494689941,0.5987740159034729
77,0.8846731185913086,1.0614467859268188,0.6315093040466309,0.600724458694458
78,0.888283908367157,1.0760246515274048,0.6285833716392517,0.5990526676177979
79,0.8832581639289856,1.067266583442688,0.6316137909889221,0.6015602946281433
80,0.8781090378761292,1.0914747714996338,0.6326239109039307,0.5918083190917969
81,0.8744187355041504,1.0618112087249756,0.6339126825332642,0.6022568941116333
82,0.8735098838806152,1.0689259767532349,0.6351318359375,0.5983560681343079
83,0.8710744380950928,1.072172999382019,0.6374307870864868,0.5983560681343079
84,0.8644022345542908,1.057932734489441,0.6382667422294617,0.6030927896499634
85,0.8646396398544312,1.0633606910705566,0.637291431427002,0.600724458694458
86,0.8659223914146423,1.067886233329773,0.6377094388008118,0.5980774760246277
87,0.8669829964637756,1.0759347677230835,0.6390330791473389,0.5947338938713074
88,0.8601377606391907,1.0792425870895386,0.63969486951828,0.5952911376953125
89,0.8569085001945496,1.0596821308135986,0.6425162553787231,0.6010030508041382
90,0.8551463484764099,1.0723583698272705,0.6420286297798157,0.599609911441803
91,0.8574862480163574,1.0582658052444458,0.6425162553787231,0.6049038767814636
92,0.8461384773254395,1.0729283094406128,0.6443971991539001,0.5989133715629578
93,0.853468120098114,1.0598516464233398,0.6437005996704102,0.6030927896499634
94,0.8563554883003235,1.0729764699935913,0.6425859332084656,0.5990526676177979
95,0.8507210612297058,1.065281629562378,0.642934262752533,0.6032320857048035
96,0.8522098064422607,1.0638830661773682,0.6417499780654907,0.6008637547492981
97,0.846295177936554,1.0592916011810303,0.6447455286979675,0.6053218245506287
98,0.8515574932098389,1.0586577653884888,0.6428297758102417,0.6036500334739685
99,0.847888708114624,1.05845046043396,0.6462433338165283,0.6056004166603088
100,0.8418684005737305,1.0620980262756348,0.6429691314697266,0.6047645807266235
